STATISTIC Label,Year,Age Group,Sex,Inward or Outward Flow,UNIT,VALUE
Estimated Migration (Persons in April),2005,65 years and over,Male,Immigrants: All origins,Thousand,600.0
Estimated Migration (Persons in April),2006,0 - 14 years,Female,Net migration,Thousand,4900.0
Estimated Migration (Persons in April),2006,0 - 14 years,Female,Emigrants: All destinations,Thousand,1100.0
Estimated Migration (Persons in April),2006,0 - 14 years,Female,Immigrants: All origins,Thousand,6000.0
Estimated Migration (Persons in April),2006,0 - 14 years,Male,Net migration,Thousand,4400.0
Estimated Migration (Persons in April),2006,0 - 14 years,Male,Emigrants: All destinations,Thousand,1100.0
Estimated Migration (Persons in April),2006,0 - 14 years,Male,Immigrants: All origins,Thousand,5500.0
Estimated Migration (Persons in April),2006,15 - 24 years,Female,Net migration,Thousand,7299.999999999999
Estimated Migration (Persons in April),2006,15 - 24 years,Female,Emigrants: All destinations,Thousand,7900.0
Estimated Migration (Persons in April),2006,15 - 24 years,Female,Immigrants: All origins,Thousand,15200.0
Estimated Migration (Persons in April),2006,15 - 24 years,Male,Net migration,Thousand,8399.999999999998
Estimated Migration (Persons in April),2006,15 - 24 years,Male,Emigrants: All destinations,Thousand,8000.0
Estimated Migration (Persons in April),2006,15 - 24 years,Male,Immigrants: All origins,Thousand,16400.0
Estimated Migration (Persons in April),2006,25 - 44 years,Female,Net migration,Thousand,16700.0
Estimated Migration (Persons in April),2006,25 - 44 years,Female,Emigrants: All destinations,Thousand,6500.0
Estimated Migration (Persons in April),2006,25 - 44 years,Female,Immigrants: All origins,Thousand,23200.0
Estimated Migration (Persons in April),2006,25 - 44 years,Male,Net migration,Thousand,26400.0
Estimated Migration (Persons in April),2006,25 - 44 years,Male,Emigrants: All destinations,Thousand,7600.0
Estimated Migration (Persons in April),2006,25 - 44 years,Male,Immigrants: All origins,Thousand,34000.0
Estimated Migration (Persons in April),2006,45 - 64 years,Female,Net migration,Thousand,1500.0
Estimated Migration (Persons in April),2006,45 - 64 years,Female,Emigrants: All destinations,Thousand,900.0
Estimated Migration (Persons in April),2006,45 - 64 years,Female,Immigrants: All origins,Thousand,2400.0
Estimated Migration (Persons in April),2006,45 - 64 years,Male,Net migration,Thousand,2500.0
Estimated Migration (Persons in April),2006,45 - 64 years,Male,Emigrants: All destinations,Thousand,1200.0
Estimated Migration (Persons in April),2006,45 - 64 years,Male,Immigrants: All origins,Thousand,3700.0
Estimated Migration (Persons in April),2006,65 years and over,Female,Net migration,Thousand,-200.00000000000006
Estimated Migration (Persons in April),2006,65 years and over,Female,Emigrants: All destinations,Thousand,900.0
Estimated Migration (Persons in April),2006,65 years and over,Female,Immigrants: All origins,Thousand,700.0
Estimated Migration (Persons in April),2006,65 years and over,Male,Net migration,Thousand,-100.00000000000009
Estimated Migration (Persons in April),2006,65 years and over,Male,Emigrants: All destinations,Thousand,800.0
Estimated Migration (Persons in April),2006,65 years and over,Male,Immigrants: All origins,Thousand,700.0
Estimated Migration (Persons in April),2007,0 - 14 years,Female,Net migration,Thousand,5300.0
Estimated Migration (Persons in April),2007,0 - 14 years,Female,Emigrants: All destinations,Thousand,800.0
Estimated Migration (Persons in April),2007,0 - 14 years,Female,Immigrants: All origins,Thousand,6100.0
Estimated Migration (Persons in April),2007,0 - 14 years,Male,Net migration,Thousand,4700.0
Estimated Migration (Persons in April),2007,0 - 14 years,Male,Emigrants: All destinations,Thousand,600.0
Estimated Migration (Persons in April),2007,0 - 14 years,Male,Immigrants: All origins,Thousand,5300.0
Estimated Migration (Persons in April),2007,15 - 24 years,Female,Net migration,Thousand,23200.0
Estimated Migration (Persons in April),2007,15 - 24 years,Female,Emigrants: All destinations,Thousand,9300.0
Estimated Migration (Persons in April),2007,15 - 24 years,Female,Immigrants: All origins,Thousand,32500.0
Estimated Migration (Persons in April),2007,15 - 24 years,Male,Net migration,Thousand,20000.0
Estimated Migration (Persons in April),2007,15 - 24 years,Male,Emigrants: All destinations,Thousand,8900.0
Estimated Migration (Persons in April),2007,15 - 24 years,Male,Immigrants: All origins,Thousand,28900.0
Estimated Migration (Persons in April),2007,25 - 44 years,Female,Net migration,Thousand,19299.999999999996
Estimated Migration (Persons in April),2007,25 - 44 years,Female,Emigrants: All destinations,Thousand,8400.0
Estimated Migration (Persons in April),2007,25 - 44 years,Female,Immigrants: All origins,Thousand,27700.0
Estimated Migration (Persons in April),2007,25 - 44 years,Male,Net migration,Thousand,25300.0
Estimated Migration (Persons in April),2007,25 - 44 years,Male,Emigrants: All destinations,Thousand,12800.0
Estimated Migration (Persons in April),2007,25 - 44 years,Male,Immigrants: All origins,Thousand,38100.0
Estimated Migration (Persons in April),2007,45 - 64 years,Female,Net migration,Thousand,2999.9999999999995
Estimated Migration (Persons in April),2007,45 - 64 years,Female,Emigrants: All destinations,Thousand,1100.0
Estimated Migration (Persons in April),2007,45 - 64 years,Female,Immigrants: All origins,Thousand,4100.0
Estimated Migration (Persons in April),2007,45 - 64 years,Male,Net migration,Thousand,4000.0
Estimated Migration (Persons in April),2007,45 - 64 years,Male,Emigrants: All destinations,Thousand,2000.0
Estimated Migration (Persons in April),2007,45 - 64 years,Male,Immigrants: All origins,Thousand,6000.0
Estimated Migration (Persons in April),2007,65 years and over,Female,Net migration,Thousand,-300.00000000000006
Estimated Migration (Persons in April),2007,65 years and over,Female,Emigrants: All destinations,Thousand,1000.0
Estimated Migration (Persons in April),2007,65 years and over,Female,Immigrants: All origins,Thousand,700.0
Estimated Migration (Persons in April),2007,65 years and over,Male,Net migration,Thousand,199.99999999999994
Estimated Migration (Persons in April),2007,65 years and over,Male,Emigrants: All destinations,Thousand,1500.0
Estimated Migration (Persons in April),2007,65 years and over,Male,Immigrants: All origins,Thousand,1700.0
Estimated Migration (Persons in April),2008,0 - 14 years,Female,Net migration,Thousand,6500.0
Estimated Migration (Persons in April),2008,0 - 14 years,Female,Emigrants: All destinations,Thousand,800.0
Estimated Migration (Persons in April),2008,0 - 14 years,Female,Immigrants: All origins,Thousand,7300.0
Estimated Migration (Persons in April),2008,0 - 14 years,Male,Net migration,Thousand,5800.0
Estimated Migration (Persons in April),2008,0 - 14 years,Male,Emigrants: All destinations,Thousand,800.0
Estimated Migration (Persons in April),2008,0 - 14 years,Male,Immigrants: All origins,Thousand,6600.0
Estimated Migration (Persons in April),2008,15 - 24 years,Female,Net migration,Thousand,18600.0
Estimated Migration (Persons in April),2008,15 - 24 years,Female,Emigrants: All destinations,Thousand,8100.0
Estimated Migration (Persons in April),2008,15 - 24 years,Female,Immigrants: All origins,Thousand,26700.0
Estimated Migration (Persons in April),2008,15 - 24 years,Male,Net migration,Thousand,13600.000000000002
Estimated Migration (Persons in April),2008,15 - 24 years,Male,Emigrants: All destinations,Thousand,9700.0
Estimated Migration (Persons in April),2008,15 - 24 years,Male,Immigrants: All origins,Thousand,23300.0
Estimated Migration (Persons in April),2008,25 - 44 years,Female,Net migration,Thousand,11600.0
Estimated Migration (Persons in April),2008,25 - 44 years,Female,Emigrants: All destinations,Thousand,9100.0
Estimated Migration (Persons in April),2008,25 - 44 years,Female,Immigrants: All origins,Thousand,20700.0
Estimated Migration (Persons in April),2008,25 - 44 years,Male,Net migration,Thousand,3099.9999999999995
Estimated Migration (Persons in April),2008,25 - 44 years,Male,Emigrants: All destinations,Thousand,14900.0
Estimated Migration (Persons in April),2008,25 - 44 years,Male,Immigrants: All origins,Thousand,18000.0
Estimated Migration (Persons in April),2008,45 - 64 years,Female,Net migration,Thousand,2400.0
Estimated Migration (Persons in April),2008,45 - 64 years,Female,Emigrants: All destinations,Thousand,600.0
Estimated Migration (Persons in April),2008,45 - 64 years,Female,Immigrants: All origins,Thousand,3000.0
Estimated Migration (Persons in April),2008,45 - 64 years,Male,Net migration,Thousand,2000.0
Estimated Migration (Persons in April),2008,45 - 64 years,Male,Emigrants: All destinations,Thousand,2200.0
Estimated Migration (Persons in April),2008,45 - 64 years,Male,Immigrants: All origins,Thousand,4200.0
Estimated Migration (Persons in April),2008,65 years and over,Female,Net migration,Thousand,800.0
Estimated Migration (Persons in April),2008,65 years and over,Female,Emigrants: All destinations,Thousand,1000.0
Estimated Migration (Persons in April),2008,65 years and over,Female,Immigrants: All origins,Thousand,1800.0
Estimated Migration (Persons in April),2008,65 years and over,Male,Net migration,Thousand,-300.00000000000006
Estimated Migration (Persons in April),2008,65 years and over,Male,Emigrants: All destinations,Thousand,2000.0
Estimated Migration (Persons in April),2008,65 years and over,Male,Immigrants: All origins,Thousand,1700.0
Estimated Migration (Persons in April),2009,0 - 14 years,Female,Net migration,Thousand,999.9999999999998
Estimated Migration (Persons in April),2009,0 - 14 years,Female,Emigrants: All destinations,Thousand,1300.0
Estimated Migration (Persons in April),2009,0 - 14 years,Female,Immigrants: All origins,Thousand,2300.0
Estimated Migration (Persons in April),2009,0 - 14 years,Male,Net migration,Thousand,1100.0
Estimated Migration (Persons in April),2009,0 - 14 years,Male,Emigrants: All destinations,Thousand,1100.0
Estimated Migration (Persons in April),2009,0 - 14 years,Male,Immigrants: All origins,Thousand,2200.0
Estimated Migration (Persons in April),2009,15 - 24 years,Female,Net migration,Thousand,7800.000000000001
Estimated Migration (Persons in April),2009,15 - 24 years,Female,Emigrants: All destinations,Thousand,10800.0
Estimated Migration (Persons in April),2009,15 - 24 years,Female,Immigrants: All origins,Thousand,18600.0
Estimated Migration (Persons in April),2009,15 - 24 years,Male,Net migration,Thousand,1500.0
Estimated Migration (Persons in April),2009,15 - 24 years,Male,Emigrants: All destinations,Thousand,17100.0
Estimated Migration (Persons in April),2009,15 - 24 years,Male,Immigrants: All origins,Thousand,18600.0
Estimated Migration (Persons in April),2009,25 - 44 years,Female,Net migration,Thousand,-2099.9999999999995
Estimated Migration (Persons in April),2009,25 - 44 years,Female,Emigrants: All destinations,Thousand,15500.0
Estimated Migration (Persons in April),2009,25 - 44 years,Female,Immigrants: All origins,Thousand,13400.0
Estimated Migration (Persons in April),2009,25 - 44 years,Male,Net migration,Thousand,-9000.0
Estimated Migration (Persons in April),2009,25 - 44 years,Male,Emigrants: All destinations,Thousand,22000.0
Estimated Migration (Persons in April),2009,25 - 44 years,Male,Immigrants: All origins,Thousand,13000.0
Estimated Migration (Persons in April),2009,45 - 64 years,Female,Net migration,Thousand,-100.00000000000009
Estimated Migration (Persons in April),2009,45 - 64 years,Female,Emigrants: All destinations,Thousand,1800.0
Estimated Migration (Persons in April),2009,45 - 64 years,Female,Immigrants: All origins,Thousand,1700.0
Estimated Migration (Persons in April),2009,45 - 64 years,Male,Net migration,Thousand,400.0000000000001
Estimated Migration (Persons in April),2009,45 - 64 years,Male,Emigrants: All destinations,Thousand,1200.0
Estimated Migration (Persons in April),2009,45 - 64 years,Male,Immigrants: All origins,Thousand,1600.0
Estimated Migration (Persons in April),2009,65 years and over,Female,Net migration,Thousand,99.99999999999997
Estimated Migration (Persons in April),2009,65 years and over,Female,Emigrants: All destinations,Thousand,800.0
Estimated Migration (Persons in April),2009,65 years and over,Female,Immigrants: All origins,Thousand,900.0
Estimated Migration (Persons in April),2009,65 years and over,Male,Net migration,Thousand,999.9999999999999
Estimated Migration (Persons in April),2009,65 years and over,Male,Emigrants: All destinations,Thousand,400.0
Estimated Migration (Persons in April),2009,65 years and over,Male,Immigrants: All origins,Thousand,1400.0
Estimated Migration (Persons in April),2010,0 - 14 years,Female,Net migration,Thousand,-600.0000000000001
Estimated Migration (Persons in April),2010,0 - 14 years,Female,Emigrants: All destinations,Thousand,1100.0
Estimated Migration (Persons in April),2010,0 - 14 years,Female,Immigrants: All origins,Thousand,500.0
Estimated Migration (Persons in April),2010,0 - 14 years,Male,Net migration,Thousand,399.9999999999999
Estimated Migration (Persons in April),2010,0 - 14 years,Male,Emigrants: All destinations,Thousand,1000.0
Estimated Migration (Persons in April),2010,0 - 14 years,Male,Immigrants: All origins,Thousand,1400.0
Estimated Migration (Persons in April),2010,15 - 24 years,Female,Net migration,Thousand,-3300.000000000001
Estimated Migration (Persons in April),2010,15 - 24 years,Female,Emigrants: All destinations,Thousand,13000.0
Estimated Migration (Persons in April),2010,15 - 24 years,Female,Immigrants: All origins,Thousand,9700.0
Estimated Migration (Persons in April),2010,15 - 24 years,Male,Net migration,Thousand,-6100.0
Estimated Migration (Persons in April),2010,15 - 24 years,Male,Emigrants: All destinations,Thousand,13700.0
Estimated Migration (Persons in April),2010,15 - 24 years,Male,Immigrants: All origins,Thousand,7600.0
Estimated Migration (Persons in April),2010,25 - 44 years,Female,Net migration,Thousand,-4699.999999999999
Estimated Migration (Persons in April),2010,25 - 44 years,Female,Emigrants: All destinations,Thousand,13500.0
Estimated Migration (Persons in April),2010,25 - 44 years,Female,Immigrants: All origins,Thousand,8800.0
Estimated Migration (Persons in April),2010,25 - 44 years,Male,Net migration,Thousand,-13100.0
Estimated Migration (Persons in April),2010,25 - 44 years,Male,Emigrants: All destinations,Thousand,23000.0
Estimated Migration (Persons in April),2010,25 - 44 years,Male,Immigrants: All origins,Thousand,9900.0
Estimated Migration (Persons in April),2010,45 - 64 years,Female,Net migration,Thousand,800.0
Estimated Migration (Persons in April),2010,45 - 64 years,Female,Emigrants: All destinations,Thousand,500.0
Estimated Migration (Persons in April),2010,45 - 64 years,Female,Immigrants: All origins,Thousand,1300.0
Estimated Migration (Persons in April),2010,45 - 64 years,Male,Net migration,Thousand,-1599.9999999999998
Estimated Migration (Persons in April),2010,45 - 64 years,Male,Emigrants: All destinations,Thousand,2400.0
Estimated Migration (Persons in April),2010,45 - 64 years,Male,Immigrants: All origins,Thousand,800.0
Estimated Migration (Persons in April),2010,65 years and over,Female,Net migration,Thousand,500.0000000000001
Estimated Migration (Persons in April),2010,65 years and over,Female,Emigrants: All destinations,Thousand,600.0
Estimated Migration (Persons in April),2010,65 years and over,Female,Immigrants: All origins,Thousand,1100.0
Estimated Migration (Persons in April),2010,65 years and over,Male,Net migration,Thousand,199.99999999999994
Estimated Migration (Persons in April),2010,65 years and over,Male,Emigrants: All destinations,Thousand,500.0
Estimated Migration (Persons in April),2010,65 years and over,Male,Immigrants: All origins,Thousand,700.0
Estimated Migration (Persons in April),2011,0 - 14 years,Female,Net migration,Thousand,299.99999999999983
Estimated Migration (Persons in April),2011,0 - 14 years,Female,Emigrants: All destinations,Thousand,2700.0
Estimated Migration (Persons in April),2011,0 - 14 years,Female,Immigrants: All origins,Thousand,3000.0
Estimated Migration (Persons in April),2011,0 - 14 years,Male,Net migration,Thousand,600.0000000000001
Estimated Migration (Persons in April),2011,0 - 14 years,Male,Emigrants: All destinations,Thousand,2500.0
Estimated Migration (Persons in April),2011,0 - 14 years,Male,Immigrants: All origins,Thousand,3100.0
Estimated Migration (Persons in April),2011,15 - 24 years,Female,Net migration,Thousand,-10400.000000000002
Estimated Migration (Persons in April),2011,15 - 24 years,Female,Emigrants: All destinations,Thousand,18600.0
Estimated Migration (Persons in April),2011,15 - 24 years,Female,Immigrants: All origins,Thousand,8200.0
Estimated Migration (Persons in April),2011,15 - 24 years,Male,Net migration,Thousand,-9500.0
Estimated Migration (Persons in April),2011,15 - 24 years,Male,Emigrants: All destinations,Thousand,15900.0
Estimated Migration (Persons in April),2011,15 - 24 years,Male,Immigrants: All origins,Thousand,6400.0
Estimated Migration (Persons in April),2011,25 - 44 years,Female,Net migration,Thousand,0.0
Estimated Migration (Persons in April),2011,25 - 44 years,Female,Emigrants: All destinations,Thousand,13300.0
Estimated Migration (Persons in April),2011,25 - 44 years,Female,Immigrants: All origins,Thousand,13300.0
Estimated Migration (Persons in April),2011,25 - 44 years,Male,Net migration,Thousand,-4299.999999999999
Estimated Migration (Persons in April),2011,25 - 44 years,Male,Emigrants: All destinations,Thousand,17900.0
Estimated Migration (Persons in April),2011,25 - 44 years,Male,Immigrants: All origins,Thousand,13600.0
Estimated Migration (Persons in April),2011,45 - 64 years,Female,Net migration,Thousand,-1000.0
Estimated Migration (Persons in April),2011,45 - 64 years,Female,Emigrants: All destinations,Thousand,3100.0
Estimated Migration (Persons in April),2011,45 - 64 years,Female,Immigrants: All origins,Thousand,2100.0
Estimated Migration (Persons in April),2011,45 - 64 years,Male,Net migration,Thousand,-899.9999999999999
Estimated Migration (Persons in April),2011,45 - 64 years,Male,Emigrants: All destinations,Thousand,3100.0
Estimated Migration (Persons in April),2011,45 - 64 years,Male,Immigrants: All origins,Thousand,2200.0
Estimated Migration (Persons in April),2011,65 years and over,Female,Net migration,Thousand,-300.00000000000006
Estimated Migration (Persons in April),2011,65 years and over,Female,Emigrants: All destinations,Thousand,1000.0
Estimated Migration (Persons in April),2011,65 years and over,Female,Immigrants: All origins,Thousand,700.0
Estimated Migration (Persons in April),2011,65 years and over,Male,Net migration,Thousand,-1700.0
Estimated Migration (Persons in April),2011,65 years and over,Male,Emigrants: All destinations,Thousand,2400.0
Estimated Migration (Persons in April),2011,65 years and over,Male,Immigrants: All origins,Thousand,700.0
Estimated Migration (Persons in April),2012,0 - 14 years,Female,Net migration,Thousand,-1100.0
Estimated Migration (Persons in April),2012,0 - 14 years,Female,Emigrants: All destinations,Thousand,5000.0
Estimated Migration (Persons in April),2012,0 - 14 years,Female,Immigrants: All origins,Thousand,3900.0
Estimated Migration (Persons in April),2012,0 - 14 years,Male,Net migration,Thousand,-1799.9999999999998
Estimated Migration (Persons in April),2012,0 - 14 years,Male,Emigrants: All destinations,Thousand,4600.0
Estimated Migration (Persons in April),2012,0 - 14 years,Male,Immigrants: All origins,Thousand,2800.0
Estimated Migration (Persons in April),2012,15 - 24 years,Female,Net migration,Thousand,-3099.9999999999995
Estimated Migration (Persons in April),2012,15 - 24 years,Female,Emigrants: All destinations,Thousand,12400.0
Estimated Migration (Persons in April),2012,15 - 24 years,Female,Immigrants: All origins,Thousand,9300.0
Estimated Migration (Persons in April),2012,15 - 24 years,Male,Net migration,Thousand,-6000.0
Estimated Migration (Persons in April),2012,15 - 24 years,Male,Emigrants: All destinations,Thousand,13600.0
Estimated Migration (Persons in April),2012,15 - 24 years,Male,Immigrants: All origins,Thousand,7600.0
Estimated Migration (Persons in April),2012,25 - 44 years,Female,Net migration,Thousand,-2800.000000000001
Estimated Migration (Persons in April),2012,25 - 44 years,Female,Emigrants: All destinations,Thousand,15800.0
Estimated Migration (Persons in April),2012,25 - 44 years,Female,Immigrants: All origins,Thousand,13000.0
Estimated Migration (Persons in April),2012,25 - 44 years,Male,Net migration,Thousand,-9299.999999999998
Estimated Migration (Persons in April),2012,25 - 44 years,Male,Emigrants: All destinations,Thousand,22700.0
Estimated Migration (Persons in April),2012,25 - 44 years,Male,Immigrants: All origins,Thousand,13400.0
Estimated Migration (Persons in April),2012,45 - 64 years,Female,Net migration,Thousand,-300.0000000000003
Estimated Migration (Persons in April),2012,45 - 64 years,Female,Emigrants: All destinations,Thousand,2700.0
Estimated Migration (Persons in April),2012,45 - 64 years,Female,Immigrants: All origins,Thousand,2400.0
Estimated Migration (Persons in April),2012,45 - 64 years,Male,Net migration,Thousand,-1999.9999999999995
Estimated Migration (Persons in April),2012,45 - 64 years,Male,Emigrants: All destinations,Thousand,4100.0
Estimated Migration (Persons in April),2012,45 - 64 years,Male,Immigrants: All origins,Thousand,2100.0
Estimated Migration (Persons in April),2012,65 years and over,Female,Net migration,Thousand,0.0
Estimated Migration (Persons in April),2012,65 years and over,Female,Emigrants: All destinations,Thousand,1200.0
Estimated Migration (Persons in April),2012,65 years and over,Female,Immigrants: All origins,Thousand,1200.0
Estimated Migration (Persons in April),2012,65 years and over,Male,Net migration,Thousand,700.0000000000001
Estimated Migration (Persons in April),2012,65 years and over,Male,Emigrants: All destinations,Thousand,900.0
Estimated Migration (Persons in April),2012,65 years and over,Male,Immigrants: All origins,Thousand,1600.0
Estimated Migration (Persons in April),2013,0 - 14 years,Female,Net migration,Thousand,-1100.0000000000005
Estimated Migration (Persons in April),2013,0 - 14 years,Female,Emigrants: All destinations,Thousand,5200.0
Estimated Migration (Persons in April),2013,0 - 14 years,Female,Immigrants: All origins,Thousand,4100.0
Estimated Migration (Persons in April),2013,0 - 14 years,Male,Net migration,Thousand,-2300.0
Estimated Migration (Persons in April),2013,0 - 14 years,Male,Emigrants: All destinations,Thousand,5800.0
Estimated Migration (Persons in April),2013,0 - 14 years,Male,Immigrants: All origins,Thousand,3500.0
Estimated Migration (Persons in April),2013,15 - 24 years,Female,Net migration,Thousand,-2200.000000000001
Estimated Migration (Persons in April),2013,15 - 24 years,Female,Emigrants: All destinations,Thousand,11900.0
Estimated Migration (Persons in April),2013,15 - 24 years,Female,Immigrants: All origins,Thousand,9700.0
Estimated Migration (Persons in April),2013,15 - 24 years,Male,Net migration,Thousand,-1699.9999999999993
Estimated Migration (Persons in April),2013,15 - 24 years,Male,Emigrants: All destinations,Thousand,12000.0
Estimated Migration (Persons in April),2013,15 - 24 years,Male,Immigrants: All origins,Thousand,10300.0
Estimated Migration (Persons in April),2013,25 - 44 years,Female,Net migration,Thousand,-4799.999999999999
Estimated Migration (Persons in April),2013,25 - 44 years,Female,Emigrants: All destinations,Thousand,17900.0
Estimated Migration (Persons in April),2013,25 - 44 years,Female,Immigrants: All origins,Thousand,13100.0
Estimated Migration (Persons in April),2013,25 - 44 years,Male,Net migration,Thousand,-4600.0
Estimated Migration (Persons in April),2013,25 - 44 years,Male,Emigrants: All destinations,Thousand,19200.0
Estimated Migration (Persons in April),2013,25 - 44 years,Male,Immigrants: All origins,Thousand,14600.0
Estimated Migration (Persons in April),2013,45 - 64 years,Female,Net migration,Thousand,-1799.9999999999998
Estimated Migration (Persons in April),2013,45 - 64 years,Female,Emigrants: All destinations,Thousand,3800.0
Estimated Migration (Persons in April),2013,45 - 64 years,Female,Immigrants: All origins,Thousand,2000.0
Estimated Migration (Persons in April),2013,45 - 64 years,Male,Net migration,Thousand,-1400.0
Estimated Migration (Persons in April),2013,45 - 64 years,Male,Emigrants: All destinations,Thousand,3800.0
Estimated Migration (Persons in April),2013,45 - 64 years,Male,Immigrants: All origins,Thousand,2400.0
Estimated Migration (Persons in April),2013,65 years and over,Female,Net migration,Thousand,600.0
Estimated Migration (Persons in April),2013,65 years and over,Female,Emigrants: All destinations,Thousand,900.0
Estimated Migration (Persons in April),2013,65 years and over,Female,Immigrants: All origins,Thousand,1500.0
Estimated Migration (Persons in April),2013,65 years and over,Male,Net migration,Thousand,700.0
Estimated Migration (Persons in April),2013,65 years and over,Male,Emigrants: All destinations,Thousand,800.0
Estimated Migration (Persons in April),2013,65 years and over,Male,Immigrants: All origins,Thousand,1500.0
Estimated Migration (Persons in April),2014,0 - 14 years,Female,Net migration,Thousand,-1800.0000000000002
Estimated Migration (Persons in April),2014,0 - 14 years,Female,Emigrants: All destinations,Thousand,5700.0
Estimated Migration (Persons in April),2014,0 - 14 years,Female,Immigrants: All origins,Thousand,3900.0
Estimated Migration (Persons in April),2014,0 - 14 years,Male,Net migration,Thousand,-1900.0
Estimated Migration (Persons in April),2014,0 - 14 years,Male,Emigrants: All destinations,Thousand,4500.0
Estimated Migration (Persons in April),2014,0 - 14 years,Male,Immigrants: All origins,Thousand,2600.0
Estimated Migration (Persons in April),2014,15 - 24 years,Female,Net migration,Thousand,599.9999999999997
Estimated Migration (Persons in April),2014,15 - 24 years,Female,Emigrants: All destinations,Thousand,10900.0
Estimated Migration (Persons in April),2014,15 - 24 years,Female,Immigrants: All origins,Thousand,11500.0
Estimated Migration (Persons in April),2014,15 - 24 years,Male,Net migration,Thousand,-599.9999999999997
Estimated Migration (Persons in April),2014,15 - 24 years,Male,Emigrants: All destinations,Thousand,10900.0
Estimated Migration (Persons in April),2014,15 - 24 years,Male,Immigrants: All origins,Thousand,10300.0
Estimated Migration (Persons in April),2014,25 - 44 years,Female,Net migration,Thousand,-500.0
Estimated Migration (Persons in April),2014,25 - 44 years,Female,Emigrants: All destinations,Thousand,17100.0
Estimated Migration (Persons in April),2014,25 - 44 years,Female,Immigrants: All origins,Thousand,16600.0
Estimated Migration (Persons in April),2014,25 - 44 years,Male,Net migration,Thousand,-5300.000000000001
Estimated Migration (Persons in April),2014,25 - 44 years,Male,Emigrants: All destinations,Thousand,20300.0
Estimated Migration (Persons in April),2014,25 - 44 years,Male,Immigrants: All origins,Thousand,15000.0
Estimated Migration (Persons in April),2014,45 - 64 years,Female,Net migration,Thousand,400.0000000000001
Estimated Migration (Persons in April),2014,45 - 64 years,Female,Emigrants: All destinations,Thousand,1400.0
Estimated Migration (Persons in April),2014,45 - 64 years,Female,Immigrants: All origins,Thousand,1800.0
Estimated Migration (Persons in April),2014,45 - 64 years,Male,Net migration,Thousand,-500.0
Estimated Migration (Persons in April),2014,45 - 64 years,Male,Emigrants: All destinations,Thousand,1900.0
Estimated Migration (Persons in April),2014,45 - 64 years,Male,Immigrants: All origins,Thousand,1400.0
Estimated Migration (Persons in April),2014,65 years and over,Female,Net migration,Thousand,300.00000000000006
Estimated Migration (Persons in April),2014,65 years and over,Female,Emigrants: All destinations,Thousand,1500.0
Estimated Migration (Persons in April),2014,65 years and over,Female,Immigrants: All origins,Thousand,1800.0
Estimated Migration (Persons in April),2014,65 years and over,Male,Net migration,Thousand,800.0
Estimated Migration (Persons in April),2014,65 years and over,Male,Emigrants: All destinations,Thousand,800.0
Estimated Migration (Persons in April),2014,65 years and over,Male,Immigrants: All origins,Thousand,1600.0
Estimated Migration (Persons in April),2015,0 - 14 years,Female,Net migration,Thousand,-799.9999999999998
Estimated Migration (Persons in April),2015,0 - 14 years,Female,Emigrants: All destinations,Thousand,5500.0
Estimated Migration (Persons in April),2015,0 - 14 years,Female,Immigrants: All origins,Thousand,4700.0
Estimated Migration (Persons in April),2015,0 - 14 years,Male,Net migration,Thousand,-900.0000000000003
Estimated Migration (Persons in April),2015,0 - 14 years,Male,Emigrants: All destinations,Thousand,6000.0
Estimated Migration (Persons in April),2015,0 - 14 years,Male,Immigrants: All origins,Thousand,5100.0
Estimated Migration (Persons in April),2015,15 - 24 years,Female,Net migration,Thousand,300.0000000000007
Estimated Migration (Persons in April),2015,15 - 24 years,Female,Emigrants: All destinations,Thousand,10700.0
Estimated Migration (Persons in April),2015,15 - 24 years,Female,Immigrants: All origins,Thousand,11000.0
Estimated Migration (Persons in April),2015,15 - 24 years,Male,Net migration,Thousand,900.0000000000003
Estimated Migration (Persons in April),2015,15 - 24 years,Male,Emigrants: All destinations,Thousand,6500.0
Estimated Migration (Persons in April),2015,15 - 24 years,Male,Immigrants: All origins,Thousand,7400.0
Estimated Migration (Persons in April),2015,25 - 44 years,Female,Net migration,Thousand,4800.000000000001
Estimated Migration (Persons in April),2015,25 - 44 years,Female,Emigrants: All destinations,Thousand,15800.0
Estimated Migration (Persons in April),2015,25 - 44 years,Female,Immigrants: All origins,Thousand,20600.0
Estimated Migration (Persons in April),2015,25 - 44 years,Male,Net migration,Thousand,-200.00000000000284
Estimated Migration (Persons in April),2015,25 - 44 years,Male,Emigrants: All destinations,Thousand,19600.0
Estimated Migration (Persons in April),2015,25 - 44 years,Male,Immigrants: All origins,Thousand,19400.0
Estimated Migration (Persons in April),2015,45 - 64 years,Female,Net migration,Thousand,600.0000000000001
Estimated Migration (Persons in April),2015,45 - 64 years,Female,Emigrants: All destinations,Thousand,1400.0
Estimated Migration (Persons in April),2015,45 - 64 years,Female,Immigrants: All origins,Thousand,2000.0
Estimated Migration (Persons in April),2015,45 - 64 years,Male,Net migration,Thousand,-699.9999999999998
Estimated Migration (Persons in April),2015,45 - 64 years,Male,Emigrants: All destinations,Thousand,2900.0
Estimated Migration (Persons in April),2015,45 - 64 years,Male,Immigrants: All origins,Thousand,2200.0
Estimated Migration (Persons in April),2015,65 years and over,Female,Net migration,Thousand,1200.0
Estimated Migration (Persons in April),2015,65 years and over,Female,Emigrants: All destinations,Thousand,700.0
